,created_at,text,author_id,retweet_count,reply_count,like_count,quote_count
17,2022-03-20 22:51:47+00:00,b'NATO lied to the Ukraine for years to create Political discontent #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine \n#crypto #cryptocurrency #Bitcoin',28803148,1,1,1,0
18,2022-03-20 22:51:15+00:00,b'India is planning to become the world\xe2\x80\x99s leading wheat exporter amid the ongoing conflict between top suppliers Russia and Ukraine #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine \n#crypto #cryptocurrency #bitcoin',28803148,1,2,1,0
19,2022-03-20 22:50:25+00:00,b'More People Will Move to Crypto #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine https://t.co/gR4gdO4Czs \xe2\x80\xa6',28803148,1,0,2,0
20,2022-03-20 22:50:11+00:00,"b'Fiat Still Accounts for Majority of Financial Crimes, Says U.S. Treasury Report https://t.co/dcpYqiM89m\n#CryptoNews \n#crypto\n#bitcoin\n#btc\n#eth\n#xrp\n#Ukraine \n#UkraineRussianWar'",1466496750777106437,0,0,5,0
21,2022-03-20 22:50:08+00:00,"b'Politics is not solving our problems, Crypto will, own part of that future, become a Knight #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine https://t.co/CzjJaWXHa6 \xe2\x80\xa6'",28803148,1,1,2,0
22,2022-03-20 22:48:44+00:00,"b'Crypto is Non-Political Money own it in a neutral location, we have had enough of Politicians and theirs #War #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine https://t.co/gR4gdO4Czs \xe2\x80\xa6'",28803148,1,1,1,0
23,2022-03-20 22:47:52+00:00,b'Politicizing #SWIFT Will Power the Rise of Crypto #RussiaUkraineConflict #Russia #Bitcoin  #war #ukraine #putin #biden https://t.co/KJtSL3W0ot \xe2\x80\xa6',28803148,1,0,1,0
24,2022-03-20 22:47:32+00:00,"b'Are you aware that #IstandwithRussia, #IstandwithPutin are among the top tending hashtags in India ? This war has become so controversial \n\n#russia #Finance #bitcoin'",962224063451148288,0,0,0,0
25,2022-03-20 22:46:51+00:00,b'China\xe2\x80\x99s President Xi Jinping urged his US counterpart Joe Biden to engage in talks with Russia to address the reasons behind the ongoing conflict in Ukraine #War #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine  #China',28803148,2,0,6,0
26,2022-03-20 22:46:32+00:00,"b""This doesn't surprise me, the #ChinaRussia link is already there. Only one thing to do #boycottbinance\n\n#crypto #bnb #cryptocurrency #StandWithUkraine #UkraineWar #Russia #china #UkraineRussiaWar #invasion #bitcoin #binance #PutinsWar #RussiaUkraineWar https://t.co/X2UZoIaek5""",38399825,2,0,2,0
27,2022-03-20 22:46:09+00:00,"b'22 Wars are currently being fought around the world, Crypto is Non-Political Money if you have had enough of Politicians and their Wars start looking at investing in Crypto  #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine  https://t.co/gR4gdO4Czs \xe2\x80\xa6'",28803148,1,2,1,0
28,2022-03-20 22:45:09+00:00,"b'Submit your coin to Coinszap today, fast track to exchange listing  #crypto #Launchpad #gamfi #IDO #PlayToEarn #RussiaUkraineConflict #Russia #Bitcoin  #putin #WAR #Ukraine #swift   https://t.co/WenEq83fEO'",28803148,9,1,8,0
29,2022-03-20 22:45:01+00:00,"b""ETH/USD at Risk of Testing 1155?  Sally Ho's Technical Analysis 28 June 2021 ETH\n#btc #eth #ukraine #ethereum\nhttps://t.co/deUTq4WtL1""",916681683134447617,0,1,0,0
30,2022-03-20 22:43:55+00:00,b'Hold your #crypto in a neutral location #RussiaUkraineConflict #Russia #Bitcoin  #putin #WAR #Ukraine #swift  https://t.co/gR4gdO4Czs \xe2\x80\xa6',28803148,1,1,3,0
31,2022-03-20 22:43:29+00:00,b'Russia Vs Ukraine Currency War #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine https://t.co/jwuVr9Mh2m \xe2\x80\xa6 via @Livetradingnews',28803148,1,0,1,0
32,2022-03-20 22:43:11+00:00,"b'Bitcoin, the Ukraine and Russia #RussiaUkraineConflict #Russia #Bitcoin #putin #WAR #Ukraine https://t.co/icPxh3RyqQ \xe2\x80\xa6 via @LiveTradingNews'",28803148,1,0,1,0
33,2022-03-20 22:38:45+00:00,b'COPY PASTE #YouTube video and #Earn MONEY \xf0\x9f\x98\xb3 \nhttps://t.co/7yWATs8EGF\n\n2022 Tricks\xe2\x9c\x93  Learn and earn\xf0\x9f\x94\xa5\n\n#RussianUkrainianWar #Ukraine #UkraineRussianWar #ajafey #AllEngland2022 #dek65 #FCBarcelona #HalaMadrid #KBFC #LewisHamilton #CutiePieEP5 #BahreinGP #BTC #BIGBANGisBACK',1316651224121344001,1,0,1,0
34,2022-03-20 22:28:22+00:00,"b'Ukraine\xe2\x80\x99s Largest Bank Suspends Money Transfers to Crypto Exchanges: https://t.co/1kkAh7AQtb\n\n#Privatbank, the largest commercial bank in #Ukraine, has temporarily halted transfers in national currency to digital asset exchanges. #crypto $BTC #Bitcoin'",1464618421992185871,0,1,4,0
35,2022-03-20 22:20:12+00:00,"b""True story when I was 12 my aunt's drunk boyfriend made me box them and knocked his ass out for all the honors homies #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits https://t.co/LccQLlpbOZ""",1469577636426833930,0,0,0,0
36,2022-03-20 22:18:01+00:00,b'Get Your Course Ready In 10 Minutes With Marble https://t.co/QngjHHFxVA\n#onlinebusiness #passiveincome #contentcreation #entrepreneurs #Ethereum #youtubeshorts #business #russia #gasprices #btc #NFT #Metaverse #lostoffer #makemoneyonline #success #ElonMusk #teacher #TeachingJobs https://t.co/NdqhiNtWUD',845610889944469504,3,0,6,1
37,2022-03-20 22:15:15+00:00,"b""US Treasury Official: We Don't See That Crypto Could Be Used in Large-Scale Way to Evade Sanctions #crypto #cryptocurrency #NFT #NFTs #Bitcoin #Ethereum #Russia #Ukraine #sanctions \nhttps://t.co/fsfiDU4E9R""",1384194600282165260,1,3,3,2
38,2022-03-20 22:15:01+00:00,"b'Back to back all-time highs from AVAX, ENJ and EGLD suggest it\xe2\x80\x99s \xe2\x80\x98altseason\xe2\x80\x99\n#eth #ripple #ukraine #btc\nhttps://t.co/crWlAonNEq'",916681683134447617,0,0,0,0
39,2022-03-20 22:08:45+00:00,"b""@kanyewest I haven't been on Kanye's Twitter page in years \n#Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits https://t.co/dKeAdFGbSK""",1469577636426833930,0,0,0,0
40,2022-03-20 22:02:41+00:00,b'@SamuelXeus Follow up please.. \n#bitcoin #ElClasico #Ukraine #NigerianidolS7 #Barcelona https://t.co/bYYcB734kW',1503602566982213637,1,0,1,0
41,2022-03-20 22:00:23+00:00,"b'Amid battle, NFT tasks already search to rebuild Ukraine\n#bitcoin #Business #NFT #Politics #Russia #TechNews #Technology #Tokens #Ukraine #crypto\nhttps://t.co/8YxQ9o8131'",821058115495858177,0,0,0,0
42,2022-03-20 21:53:31+00:00,b'@TheMoonCarl Maybe.. \n#bitcoin #ElClasico #Ukraine https://t.co/3mXd1aUsDH',1503602566982213637,0,0,0,0
43,2022-03-20 21:52:50+00:00,b'@saylor Sure... \n\n#TrendingNow #bitcoin #bitcoin #ElClasico #Ukraine #Sialkot #bigstage2022 #TwentyFiveTwentyOne https://t.co/H1id5h8TIL',1503602566982213637,0,0,0,0
44,2022-03-20 21:48:17+00:00,b'Hi Fam \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\nPlease subscribe to my YouTube Channel by simply clicking on the link below \xf0\x9f\x91\x87\n\nhttps://t.co/3PN7W1SlHb\n\n#reece #ElClasico #bigstage2022 #cassper #BBMzansi #oscarmbo #TopBoyNetflix #Ukraine #Sialkot #ajafey #bitcoin #hiphop #rap #trap #daterush #Thato #TheMaskedSinger',928537845505187840,2,0,1,0
45,2022-03-20 21:46:27+00:00,b'Hi Fam \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\nPlease subscribe to my YouTube Channel by simply clicking on the link below \xf0\x9f\x91\x87\n\nhttps://t.co/3PN7W1SlHb\n\n#reece #ElClasico #bigstage2022 #cassper #BBMzansi #oscarmbo #TopBoyNetflix #\xd8\xb1\xd9\x8a\xd8\xa7\xd9\x84_\xd9\x85\xd8\xaf\xd8\xb1\xd9\x8a\xd8\xaf_\xd8\xa8\xd8\xb1\xd8\xb4\xd9\x84\xd9\x88\xd9\x86\xd9\x87 #Ukraine #Sialkot #ajafey #bitcoin #hiphop #rap #trap',928537845505187840,2,0,1,0
46,2022-03-20 21:45:09+00:00,b'@Eminem https://t.co/Kbj85JGr4Q best gift ever a friend could give no matter the friendship ends up #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits',1469577636426833930,0,0,0,0
47,2022-03-20 21:41:37+00:00,b'Our @USAGov does not fit into one world because it is physically impossible for it give back!!! \n\n#Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits https://t.co/JJH8Dgxtwr',1469577636426833930,0,0,0,0
48,2022-03-20 21:37:29+00:00,b'@TheCryptoDog Maybe 10 years ago I feel like just about every major city has a 99.99% something that gets you stoned and docile for the GOVT UpTo 50% taxes on Amsterdam\n#Iran #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft',1469577636426833930,1,0,0,0
49,2022-03-20 21:34:36+00:00,"b'\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 CRYPTO NEWS ALERT! \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\n\nAmid conflict, NFT projects already seek to rebuild Ukraine \n\nhttps://t.co/Fp6GFWgK7e\n\n#Russia #Ukraine #Tokens #Politics #Crypto #BTC #ETH #DOGE'",263279263,0,0,2,0
50,2022-03-20 21:30:01+00:00,"b'Amid conflict, NFT projects already seek to rebuild Ukraine  \n\n#Bitcoin #Crypto #Cardano #Russia #Ukraine #Tokens #Politics $ADA \n\n Source: https://t.co/aTbHmq5oCw'",1266736206173343744,0,0,5,0
51,2022-03-20 21:29:39+00:00,b'This would only hurt the government education in taxes are the fangs on the parasite #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits',1469577636426833930,0,0,0,0
52,2022-03-20 21:27:54+00:00,"b""You can't ignore what's possible and claim to be competent.\n\nYou don't decide what's possible.\n\nWhat's possible shapes what you decide.\n\nThe definition of Sanity\n\nhttps://t.co/ONalw5DsRV\n\n#Kiev #Russia #Ukraine\xef\xb8\x8f #endthewar #sundayvibes #bitcoin #IndonesianGP #Anonymous #GOP #DNC""",1486766583892561924,0,0,3,0
53,2022-03-20 21:27:22+00:00,b'#civilbenefits civilian benefits would equal an investment for the government it would give them a reason to not jip us anymore #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold https://t.co/d45MNpGVIf',1469577636426833930,0,0,0,0
54,2022-03-20 21:24:14+00:00,"b""You know if the government keeps you gasping for money you can't afford to fight them because they are corporate businesses and Senators that are paid with the same dollar #Iran #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj""",1469577636426833930,0,1,0,0
55,2022-03-20 21:06:29+00:00,b'@MahdiyarSaberi @elonmusk This dude should get free tickets to a Travis pastrana show #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits',1469577636426833930,0,0,0,0
56,2022-03-20 20:56:46+00:00,b'#HALLELUJAH #JesusIsLord SUPREME HOLY ALMIGHTY VISIONARY IMMORTAL EXISTENCE #777MANN #777GHOST #GODGLORYGANG THE WORD OF GOD IS TRUE FOREVER #ItWasWritten JOHN 2:... #Ukraine\xef\xb8\x8f #Russia #bigstage2022 #BIGBANGisBACK #bitcoin #BloodMatters #GreatReset #UnitedStatesOfMind #Repent #G3 https://t.co/BYogFEuWBA',969815686850768897,1,0,1,0
57,2022-03-20 20:41:41+00:00,b'#Bitcoin #King #President #USA #India #Australia #Romania #Russia #Estonia #Ukraine #Egypt #Germany #Sweden #Denmark #Iran #Iraq Ishera\n$ETH #International \n$BTC #BTC \nIMO\n-Izo Safe Notation\n--812-958-7519\n---Itch proof interior',1387782816725835776,0,0,0,0
58,2022-03-20 20:35:02+00:00,"b'#Bitcoin #King #President #India #Australia #Romania #Russia #Estonia #Ukraine #Egypt #Germany #Sweden #Denmark #Iran #Iraq Ishera\n$ETH #International \n$BTC #BTC \n95033842\nZian - fruit\n@ 412.518.59 Go #USA \n  517-282-8153  Buy yours.  [&gt;&gt;""for fruit""]  (lol @ P &gt;\'take bite fulls\')'",1387782816725835776,0,1,1,0
59,2022-03-20 20:34:39+00:00,b'The latest The Drewvid Daily! https://t.co/Wf8usVSXJP Thanks to @ITVNewsPolitics @wavellroom @RFERL #bitcoin #ukraine',25872456,0,0,0,0
60,2022-03-20 20:30:33+00:00,b'#Bitcoin #King #President #USA #India #Australia #Romania #Russia #Estonia #Ukraine #Egypt #Germany #Sweden #Denmark #Iran #Iraq Ishera\n$ETH #International \n$BTC #BTC \nBark Mechadron\n-Imo Safe Notation\n--950-320-9877\n---equipped too',1387782816725835776,0,0,0,0
61,2022-03-20 20:28:25+00:00,b'Just pay us $100 a day for civil benefits and just keep it nobody cares #Iran #chronic #JeffBezos  #paranormal #bank #weed  #loan #BTC #hiphop #india #Ukraine #Russia #poverty  #NickiMinaj #Raw #Czech #nft #gold \n#civilbenefits',1469577636426833930,0,0,2,0
62,2022-03-20 20:26:02+00:00,b'Great read about how crypto donations have been useful involving the current situation in Ukraine #Ukraine #bitcoin https://t.co/yviALLdo8A',1504872193787891719,0,0,0,0
63,2022-03-20 20:19:30+00:00,"b'Senator Warren Bill Will Hurt Crypto, Not #Russia (Opinion)\n#cryptocurrency #Crypto #Bitcoin #blockchain #BTC #Economics #FinancialEducation #Politics #regulation #America #USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n#teamworkmakesthedreamwork\nKindly follow \xe2\x9d\xa4\xf0\x9f\x99\x8f https://t.co/eu7eWaSfIL'",1366051129470156806,0,0,0,0
64,2022-03-20 20:17:20+00:00,b'They expect you not to fight back...but when when you do-- just avoid the eye in the sky...#Ukraine should not trust #AmeriKKKa or #NATO #bitcoin #BTC #Biden  murdered the hope of millions...Mass Incarceration',1422423795210412032,0,1,0,0
65,2022-03-20 20:17:07+00:00,b'@joncoopertweets So @joncoopertweets will the US pay a reward for the identification of #BitCoin and other #Crypto assets held by #Russia oligarchs ?\n\n@davidgerard',220626394,0,1,0,0
66,2022-03-20 20:15:55+00:00,b'Anonymous Friend #crypto #anonymousfriends #anonymous #nftart #nft #nfts #opensea #garyvee #NFTCommunity #Eth #art #metaverse #artwork #artist #BTC #bitcoin #Polygon #us #usa #america #china #russia #ukraine #elonmusk #lifessons #vlog https://t.co/lX4NJvYMoZ',1502154995747094528,0,0,0,1
67,2022-03-20 20:15:01+00:00,b'Bitcoin gains strength as Friday\xe2\x80\x99s $600M BTC options expiry approaches\n#btc #eth #blockchain #ukraine\nhttps://t.co/jSpp45xdsP',916681683134447617,0,0,0,0
68,2022-03-20 20:14:18+00:00,"b'The very success of the weaponization of the legacy financial system by the United States and its allies will drive #Russia and others into an alternative, decentralized mode of finance that by its very nature will resist control by any government. #BTC  #bitcoin https://t.co/uEpsGPYJNx'",1133941580866498560,0,0,1,0
69,2022-03-20 20:11:37+00:00,b'You are politically and economically dead...share the pain...eat the rich and their minions...#bitcoin #BTC #Biden fuck you...and the #Democrats #Russia #Ukraine #VolodymyrZelenskyy',1422423795210412032,0,0,1,0
70,2022-03-20 20:11:00+00:00,b'@USAGov @IRSnews #taxes #senate #debt #LOAN were tired of paying the GOV for zero civilian benefits #civilbenefits for equality outside of hate why?\n\n#Iran #chronic #JeffBezos #weed  #loan #BTC #hiphop #india #Ukraine #poverty  #NickiMinaj #Raw #Czech #nft #gold \n@NICKIMINAJ https://t.co/qLZ9ncjyL1',1469577636426833930,0,0,0,0
71,2022-03-20 20:09:26+00:00,b'#BitcoinButton #bitcoin #Ukraine \n\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5Silver Coin\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/p1nGp4cak4',843833456828256257,0,0,1,0
72,2022-03-20 20:08:35+00:00,b'\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8bIris Lucky\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\n\nhttps://t.co/DMpwjDs2bE \n\n#sex @AdultBrazil #bitcoin @superGFU @heinz_spack @MySexyGirlsPics @diosaslesbianaz @AZwtf_2 @Elegantbeauties @Snapchatporm #NSFW @AssRefocused @SmitheeAmateurs @hot__chili @Coach0302 #Ukraine https://t.co/AFTIoYxdxh',803594717980225536,4,0,20,0
73,2022-03-20 20:04:18+00:00,"b""#Bitcoin #King #President #USA #India #Australia #Romania #Russia #Estonia #Ukraine #Egypt #Germany #Sweden #Denmark #Iran #Iraq Ishera\n$ETH #International \n$BTC #BTC \nLittle Betty's - from little petty's - a hashbrown\n9199199191045367272839499921045367200821""",1387782816725835776,0,0,0,0
74,2022-03-20 20:03:27+00:00,"b""#Bitcoin #King #President #USA #India #Australia #Romania #Russia #Estonia #Ukraine #Egypt #Germany #Sweden #Denmark #Iran #Iraq Ishera\n$ETH #International \n$BTC #BTC \n#ARMY #NAVY #ArmedForces \nLittle Betty's - a hashbrown\n919199199199919910300200456473829100293457""",1387782816725835776,0,0,0,0
75,2022-03-20 19:59:13+00:00,b'its about to go down #bitcoin #Ukraine https://t.co/3LDpuLGdHC',4727516962,0,0,1,0
76,2022-03-20 19:55:06+00:00,b'Tell me you don\xe2\x80\x99t want to kick back and soak up the sun?!\xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc Throw Back Summer 2018 LEGGO!\xc2\xa0#philippines\xc2\xa0#itsmorefuninthephilippines\xc2\xa0#travel #beachlife \xc2\xa0#crypto #bitcoin #CryptoExpoDubai2022 #nft #investment #profits #StopPutinNOW #Russia #Ukraine #UkraineRussiaWar https://t.co/giuG5uLfZO',1104140528,0,0,0,0
77,2022-03-20 19:51:31+00:00,b'How Ukraine embraced cryptocurrencies in response to war - https://t.co/gQ2XxbPEPh #Ukraine #SlavaUkraini #Kyiv #Zelenskyy #Crypto #cryptocurrencies #CryptocurrencyNews #BoycottRussia #BitcoinButton #bitcoin #Ethereum #dogecoin #Tether #binance #blockchains #RussiaInvadedUkraine',2389336800,1,0,0,0
78,2022-03-20 19:50:01+00:00,b'Jerome Powell Is Wrong: Cryptocurrencies Were Made for Payments\n#btc #ukraine #russia #trading\nhttps://t.co/ol0Dxx4n3X',918075342463688704,0,0,0,0
79,2022-03-20 19:45:17+00:00,"b""#FortniteSeason2 \n#Ukraine\xef\xb8\x8f \n#BahreinGP \n#bigstage2022 \n#bigstage2022 \n#WTF1 \n#CloseupProtects \n#BIGBANGisBACK \n#Russia \n#bitcoin \nPlz follow, I'd follow bck https://t.co/B9Boc7aehI""",1116298659103236097,0,0,0,0
80,2022-03-20 19:43:49+00:00,b'This collection for supporting Ukraine\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n#StopRussia #StopTheWar #SaveUkraine #StopRussianAggression #HelpUkraine \n#NFT #NFTCommmunity #NFTCollection  #NFTs #ETH #BTC #Crypto #DonateUkraine  #NFTGiveaway #ukraine #Polygon \nhttps://t.co/mXP7q1BGoS via @opensea',1330513305014841352,1,0,3,0
81,2022-03-20 19:40:59+00:00,b'Ethereum Co-Founder: Ukraine-Russia War Setting Stage for Mainstream Crypto Adoption\n#crypto #cryptocurrency #NFT #NFTs #blockchain #DeFi #BTC #ETH #alts #Russia #Ukraine \nhttps://t.co/TCqpJrTZf7',1384194600282165260,1,0,1,0
82,2022-03-20 19:38:43+00:00,b'Revolotto is much more stable as compared to other coins in market ... i will hold it longer ...it willl surely rise.\n\n#RevolottoArmy #Revolotto #BSC #MewSuppasit #family #NFT #nsfwtwt #America #Ukraine #bitcoin https://t.co/1l5gv7Jhul',1403613833692729347,0,0,0,0
83,2022-03-20 19:36:13+00:00,"b""#BTC #Ukraine Crypto Refugees Find a Haven in #Bitcoin Friendly #Portugal. For #Ukrainian crypto workers fleeing #Russia's invasion, Portugal is turning out to be an especially welcome refuge. \xf0\x9f\x87\xb5\xf0\x9f\x87\xb9\xf0\x9f\x87\xba\xf0\x9f\x87\xa6#Ukriane #RussianUkrainianWar""",118794845,0,0,0,0
